temp_c,precip_mm,humidity,pressure_mb,wind_kph,cloud,dewpoint_c,feelslike_c,vis_km,gust_kph,condition,dewpoint_depression,hour,condition_encoded
27.8,0.0,82,1005.0,11.9,82,24.5,32.3,9.0,20.4,Cloudy,3.3000000000000007,19,1
29.4,0.0,70,1005.0,6.4,13,23.5,33.8,10.0,15.2,Sunny,5.899999999999999,7,8
23.0,0.0,89,1014.0,0.4,100,21.1,25.2,10.0,0.6,Overcast,1.8999999999999984,21,7
24.0,0.0,87,1013.0,5.4,87,21.7,26.2,10.0,8.9,Overcast,2.3000000000000007,20,7
27.0,0.0,85,1007.0,5.9,10,24.3,30.9,10.0,11.5,Clear,2.6999999999999997,23,3
29.4,0.0,72,1008.0,8.3,21,23.1,34.1,10.0,10.0,Sunny,6.299999999999997,8,8
21.5,0.0,84,1017.0,12.1,100,18.6,23.5,2.0,19.9,Overcast,2.8999999999999986,19,7
25.5,0.0,86,1005.0,7.6,65,23.1,28.3,5.0,11.2,Cloudy,2.3999999999999986,0,1
23.5,4.02,95,1012.0,18.7,100,22.7,26.0,7.0,27.8,Moderate or heavy rain shower,0.8000000000000007,12,4
23.8,0.0,90,1008.0,8.6,80,22.0,26.1,10.0,13.0,Cloudy,1.8000000000000007,7,1
26.1,0.3,91,1013.0,0.4,86,22.9,29.9,9.0,0.6,Patchy rain possible,3.200000000000003,20,0
19.9,0.3,91,1017.0,10.8,100,18.3,21.9,2.0,16.2,Patchy rain possible,1.599999999999998,4,0
22.8,0.0,81,1016.0,12.1,72,16.5,24.9,10.0,23.1,Cloudy,6.300000000000001,14,1
24.3,0.0,87,1009.0,5.8,17,21.9,26.5,10.0,12.3,Clear,2.400000000000002,4,3
22.3,0.5,87,1016.0,10.4,88,20.2,24.7,10.0,18.3,Moderate rain at times,2.1000000000000014,1,6
26.7,0.0,83,1004.0,8.6,46,23.6,30.1,10.0,11.5,Partly cloudy,3.099999999999998,2,2
27.2,0.0,83,1006.0,10.4,60,24.0,31.1,10.0,19.5,Cloudy,3.1999999999999997,20,1
23.8,0.5,89,1013.0,3.6,100,21.8,26.0,10.0,6.1,Moderate rain at times,2.0,4,6
27.5,0.0,76,1004.0,8.9,32,23.5,31.1,10.0,17.7,Partly cloudy,4.0,22,2
24.5,0.0,86,1004.0,7.6,32,22.0,26.7,10.0,10.4,Partly cloudy,2.5,4,2
28.0,0.2,83,1008.0,3.2,73,24.8,32.8,10.0,16.1,Patchy rain possible,3.1999999999999997,20,0
30.4,0.0,76,1006.0,11.5,70,24.4,36.1,10.0,20.2,Cloudy,6.0,17,1
20.5,0.0,85,1015.0,11.2,100,17.9,22.5,10.0,15.1,Overcast,2.6000000000000014,1,7
22.9,0.2,89,1014.0,9.0,98,21.0,25.2,10.0,9.9,Patchy rain possible,1.8999999999999984,0,0
18.8,0.0,76,1014.0,4.3,0,14.6,20.8,10.0,7.3,Clear,4.200000000000001,19,3
23.9,1.4,88,1013.0,15.0,100,21.9,26.2,10.0,30.7,Heavy rain at times,2.0,4,5
27.6,0.5,87,1004.0,9.4,52,24.7,32.2,10.0,13.3,Moderate rain at times,2.900000000000002,18,6
19.8,0.0,86,1023.0,13.5,82,17.3,21.8,10.0,20.8,Cloudy,2.5,21,1
24.5,0.0,88,1006.0,6.2,89,22.5,27.0,10.0,13.1,Overcast,2.0,6,7
24.0,1.6,91,1015.0,12.8,93,22.5,26.4,10.0,28.6,Moderate or heavy rain shower,1.5,7,4
27.8,0.0,81,1008.0,5.0,15,24.2,32.1,10.0,6.3,Sunny,3.6000000000000014,8,8
24.8,0.1,87,1014.0,4.7,100,22.5,27.3,10.0,7.1,Patchy rain possible,2.3000000000000007,21,0
28.3,0.0,84,1002.0,8.3,79,25.3,33.7,10.0,15.7,Cloudy,3.0,19,1
25.6,0.0,89,1007.0,9.4,10,23.7,28.7,10.0,11.3,Clear,1.900000000000002,1,3
22.0,0.0,84,1004.0,6.4,6,19.2,24.5,10.0,8.6,Clear,2.8000000000000007,4,3
28.2,0.2,78,1010.0,10.4,84,24.0,32.5,9.0,17.7,Patchy rain possible,4.199999999999999,12,0
22.9,0.0,90,1011.0,5.8,10,21.2,25.2,10.0,9.9,Sunny,1.6999999999999993,6,8
19.8,0.0,87,1011.0,4.0,0,17.5,21.8,10.0,7.2,Clear,2.3000000000000007,19,3
27.3,0.3,82,1009.0,9.4,71,24.0,31.1,10.0,13.6,Patchy rain possible,3.3000000000000007,16,0
28.4,0.0,73,1012.0,5.8,83,23.1,32.1,10.0,15.6,Cloudy,5.299999999999997,11,1
21.9,0.0,96,1012.0,4.0,89,21.3,23.9,2.0,6.2,Overcast,0.5999999999999979,19,7
20.7,0.0,90,1015.0,2.5,100,19.0,22.7,10.0,3.9,Overcast,1.6999999999999993,22,7
24.2,0.6,88,1011.0,6.8,100,22.1,26.5,10.0,11.1,Moderate rain at times,2.099999999999998,23,6
23.0,0.0,95,1012.0,4.7,35,22.1,25.4,2.0,8.1,Partly cloudy,0.8999999999999986,21,2
26.5,0.0,79,1009.0,9.0,18,22.7,29.4,10.0,12.0,Sunny,3.8000000000000007,7,8
26.3,0.2,83,1014.0,6.8,76,23.1,29.3,10.0,17.0,Patchy rain possible,3.1999999999999997,9,0
24.2,0.8,90,1013.0,11.5,55,22.3,26.5,10.0,18.3,Moderate rain at times,1.8999999999999984,0,6
23.8,0.6,82,1017.0,9.6,72,20.6,25.8,9.0,18.1,Moderate rain at times,3.1999999999999997,8,6
26.5,1.4,86,1012.0,15.5,66,24.1,30.2,10.0,29.0,Heavy rain at times,2.3999999999999986,16,5
23.9,0.0,90,1013.0,5.8,81,22.1,26.2,10.0,10.0,Cloudy,1.7999999999999972,5,1
17.5,0.0,85,1013.0,4.7,80,15.0,19.5,10.0,7.7,Cloudy,2.5,3,1
28.0,0.0,81,1004.0,7.9,26,24.5,32.5,10.0,10.3,Partly cloudy,3.5,21,2
23.0,0.0,86,1018.0,10.4,73,20.6,25.2,10.0,13.4,Cloudy,2.3999999999999986,9,1
28.5,0.4,82,1005.0,12.9,79,25.1,33.7,9.0,29.4,Patchy rain possible,3.3999999999999986,17,0
28.2,0.0,71,1008.0,7.6,29,22.5,31.4,10.0,8.7,Partly cloudy,5.699999999999999,8,2
26.6,0.0,84,1007.0,6.2,23,23.8,30.1,10.0,12.9,Clear,2.8000000000000007,23,3
25.1,0.0,93,1011.0,2.2,88,23.5,28.2,10.0,3.6,Overcast,1.6000000000000014,23,7
19.5,0.0,82,1017.0,10.4,100,16.4,21.5,10.0,15.2,Overcast,3.1000000000000014,18,7
28.8,0.0,65,1008.0,9.4,12,21.5,31.6,10.0,10.8,Sunny,7.300000000000001,8,8
20.8,0.0,77,1011.0,5.8,14,16.5,22.8,10.0,10.5,Clear,4.300000000000001,1,3
25.9,0.0,89,1011.0,5.0,32,24.0,29.3,10.0,9.2,Partly cloudy,1.8999999999999984,21,2
23.2,0.0,83,1014.0,9.5,70,20.1,25.3,10.0,16.7,Cloudy,3.099999999999998,21,1
29.1,1.1,77,1008.0,12.2,86,24.7,34.4,9.0,20.3,Heavy rain at times,4.400000000000002,15,5
23.1,0.1,94,1012.0,2.2,87,22.0,25.4,10.0,3.4,Patchy rain possible,1.1000000000000014,20,0
24.7,0.0,88,1013.0,5.4,88,22.5,27.1,10.0,8.4,Overcast,2.1999999999999997,22,7
27.5,0.0,72,1002.0,6.1,45,22.1,30.3,10.0,12.6,Partly cloudy,5.399999999999999,4,2
24.0,0.2,91,1010.0,5.0,100,22.4,26.3,10.0,7.5,Patchy rain possible,1.6000000000000014,4,0
21.9,2.3,97,1018.0,4.3,100,21.5,23.9,2.0,6.2,Moderate or heavy rain shower,0.3999999999999986,20,4
22.8,0.2,88,1013.0,5.0,87,20.7,25.1,9.0,8.6,Patchy rain possible,2.1000000000000014,1,0
27.5,0.0,82,1004.0,8.6,17,24.1,31.5,10.0,12.4,Clear,3.3999999999999986,23,3
23.4,5.4,90,1013.0,6.5,100,21.6,25.6,10.0,9.8,Moderate or heavy rain shower,1.7999999999999972,1,4
23.6,0.0,67,1014.0,6.8,0,16.1,25.3,10.0,14.6,Sunny,7.5,13,8
24.0,0.2,81,1016.0,5.8,58,20.6,26.0,10.0,11.2,Patchy rain possible,3.3999999999999986,9,0
27.1,0.0,91,1009.0,7.2,48,24.5,31.3,10.0,12.8,Partly cloudy,2.6000000000000014,23,2
28.5,0.0,81,1003.0,12.2,84,24.9,33.6,9.0,21.4,Cloudy,3.6000000000000014,17,1
26.4,1.1,84,1004.0,5.8,84,23.6,29.7,10.0,10.1,Heavy rain at times,2.799999999999997,20,5
25.5,0.0,87,1005.0,6.1,48,23.1,28.3,10.0,12.5,Partly cloudy,2.3999999999999986,1,2
21.2,0.0,91,1012.0,5.0,83,20.0,23.2,10.0,7.6,Cloudy,1.1999999999999993,0,1
18.3,0.0,88,1010.0,5.5,2,16.2,20.3,10.0,11.3,Clear,2.1000000000000014,2,3
21.0,0.2,89,1014.0,13.0,100,19.1,23.0,10.0,22.0,Patchy rain possible,1.8999999999999984,14,0
18.9,0.0,86,1014.0,5.0,3,16.5,20.9,10.0,8.6,Clear,2.3999999999999986,21,3
21.2,0.0,93,1020.0,12.4,100,20.1,23.2,9.0,22.7,Overcast,1.099999999999998,8,7
26.0,0.2,85,1013.0,4.3,60,23.2,28.9,10.0,18.1,Patchy rain possible,2.8000000000000007,12,0
21.6,1.6,95,1021.0,14.4,100,20.8,23.6,7.0,25.6,Moderate or heavy rain shower,0.8000000000000007,21,4
23.3,0.1,89,1013.0,8.3,89,21.3,25.5,10.0,13.1,Patchy rain possible,2.0,18,0
20.4,0.0,84,1013.0,5.8,16,17.6,22.4,10.0,7.6,Clear,2.799999999999997,0,3
20.7,0.7,82,1024.0,16.2,100,17.6,22.7,10.0,26.7,Moderate rain at times,3.099999999999998,9,6
24.6,0.0,91,1008.0,5.7,33,22.9,27.1,10.0,10.3,Partly cloudy,1.7000000000000028,3,2
22.1,0.1,94,1012.0,4.3,71,21.1,24.6,2.0,7.0,Patchy rain possible,1.0,19,0
21.7,1.7,92,1015.0,8.6,100,20.4,23.7,10.0,24.8,Moderate or heavy rain shower,1.3000000000000007,16,4
25.3,0.0,87,1006.0,10.1,35,22.9,27.9,10.0,14.1,Partly cloudy,2.400000000000002,1,2
25.3,0.0,88,1005.0,6.5,69,23.1,28.1,10.0,11.4,Cloudy,2.1999999999999997,5,1
18.2,0.0,82,1020.0,6.8,87,15.2,20.2,10.0,11.4,Overcast,3.0,6,7
23.9,0.5,89,1011.0,7.2,87,22.0,26.2,9.0,12.3,Moderate rain at times,1.8999999999999984,4,6
20.5,0.0,92,1017.0,9.0,100,19.2,22.5,2.0,12.9,Overcast,1.3000000000000007,21,7
29.5,2.0,79,1007.0,7.9,61,25.1,35.4,10.0,13.9,Moderate or heavy rain shower,4.399999999999999,15,4
27.0,0.0,82,1012.0,7.9,9,23.7,30.6,10.0,9.2,Sunny,3.3000000000000007,8,8
29.5,0.0,77,1006.0,7.6,85,23.3,35.3,9.0,15.7,Overcast,6.199999999999999,17,7
25.2,0.1,87,1011.0,5.4,89,22.8,27.8,10.0,7.5,Patchy rain possible,2.3999999999999986,7,0
23.7,0.2,89,1015.0,3.2,79,21.7,25.9,9.0,5.4,Patchy rain possible,2.0,22,0
26.5,0.0,89,1010.0,8.3,42,24.4,30.3,10.0,13.2,Partly cloudy,2.1000000000000014,20,2
29.2,0.1,76,1005.0,7.8,72,24.5,34.4,10.0,20.0,Patchy rain possible,4.699999999999999,18,0
25.1,0.0,93,1005.0,6.5,40,23.8,28.1,10.0,10.2,Partly cloudy,1.3000000000000007,2,2
25.5,0.0,90,1007.0,7.2,14,23.7,28.6,10.0,13.6,Clear,1.8000000000000007,2,3
22.6,0.0,69,1014.0,11.2,76,16.5,24.8,10.0,18.8,Cloudy,6.100000000000001,14,1
18.2,0.0,88,1009.0,7.9,0,16.3,20.2,10.0,11.4,Clear,1.8999999999999984,3,3
21.6,0.2,92,1023.0,10.1,100,20.2,23.6,2.0,14.0,Patchy rain possible,1.400000000000002,11,0
22.3,0.1,87,1017.0,5.8,84,20.0,24.7,10.0,18.9,Patchy rain possible,2.3000000000000007,16,0
25.0,0.0,91,1007.0,6.1,82,23.5,27.9,10.0,9.8,Cloudy,1.5,3,1
21.3,0.2,93,1020.0,16.9,100,20.2,23.3,10.0,22.6,Patchy rain possible,1.1000000000000014,10,0
29.6,0.0,69,1005.0,9.3,25,23.3,33.9,10.0,19.5,Partly cloudy,6.300000000000001,7,2
21.8,0.0,88,1019.0,1.8,80,19.8,23.8,10.0,2.3,Cloudy,2.0,8,1
21.1,0.1,87,1016.0,7.2,100,18.9,23.1,10.0,10.9,Patchy rain possible,2.200000000000003,4,0
26.3,0.0,80,999.0,12.2,49,22.5,29.1,10.0,18.3,Partly cloudy,3.8000000000000007,3,2
19.8,0.0,90,1020.0,10.1,100,18.2,21.8,10.0,14.4,Overcast,1.6000000000000014,0,7
26.5,0.0,83,1006.0,1.4,83,23.4,29.7,10.0,2.4,Cloudy,3.1000000000000014,21,1
26.9,0.0,75,1004.0,10.1,6,22.2,29.6,10.0,13.5,Clear,4.699999999999999,0,3
28.1,0.0,75,1012.0,9.0,76,23.2,31.8,9.0,18.0,Cloudy,4.900000000000002,12,1
25.9,0.0,85,1006.0,9.7,8,23.1,28.8,10.0,11.9,Clear,2.799999999999997,4,3
28.4,0.0,73,1007.0,6.1,45,23.1,32.1,10.0,13.6,Partly cloudy,5.299999999999997,8,2
16.9,0.7,90,1019.0,15.8,100,15.4,18.9,2.0,28.0,Moderate rain at times,1.4999999999999982,3,6
26.1,0.0,83,1006.0,9.4,43,22.9,28.9,10.0,18.8,Partly cloudy,3.200000000000003,23,2
27.9,0.0,79,1010.0,15.1,65,23.1,31.9,10.0,19.1,Cloudy,4.799999999999997,13,1
28.9,0.0,76,1011.0,6.5,5,24.1,33.5,10.0,11.8,Sunny,4.799999999999997,9,8
29.6,0.0,67,1007.0,8.5,12,22.8,33.5,10.0,14.3,Sunny,6.800000000000001,7,8
18.0,0.0,88,1011.0,5.0,3,16.1,20.0,10.0,10.6,Clear,1.8999999999999984,1,3
28.7,0.0,74,1007.0,12.6,81,23.2,32.8,10.0,18.5,Cloudy,5.5,17,1
25.9,0.1,88,1014.0,16.2,81,22.8,28.7,10.0,26.7,Patchy rain possible,3.099999999999998,10,0
23.1,0.0,73,1016.0,7.6,25,17.9,25.1,10.0,9.2,Partly cloudy,5.200000000000003,8,2
25.0,0.0,86,1004.0,8.3,31,22.5,27.4,10.0,10.6,Partly cloudy,2.5,4,2
27.4,0.0,77,1002.0,10.1,63,23.0,30.7,10.0,13.0,Cloudy,4.399999999999999,2,1
21.1,0.0,89,1014.0,5.8,100,19.3,23.1,10.0,19.1,Overcast,1.8000000000000007,14,7
25.1,0.0,86,1012.0,5.8,22,22.7,27.7,10.0,7.2,Sunny,2.400000000000002,8,8
28.4,0.3,76,1010.0,8.3,88,23.3,32.3,10.0,16.0,Patchy rain possible,5.099999999999998,12,0
29.7,0.0,64,1005.0,10.1,22,22.3,33.4,10.0,13.7,Sunny,7.399999999999999,7,8
26.3,0.0,89,1009.0,4.7,17,24.4,30.0,10.0,8.7,Clear,1.900000000000002,20,3
24.6,0.0,83,1006.0,5.5,12,21.6,26.7,10.0,10.9,Clear,3.0,3,3
23.1,0.2,84,1015.0,8.3,81,20.2,25.2,10.0,18.4,Patchy rain possible,2.900000000000002,17,0
28.0,0.0,69,1002.0,8.9,46,21.7,30.6,10.0,18.1,Partly cloudy,6.300000000000001,21,2
19.3,0.0,84,1013.0,4.0,2,16.5,21.3,10.0,6.7,Clear,2.8000000000000007,20,3
24.1,0.0,88,1006.0,5.6,7,21.9,26.3,10.0,12.2,Clear,2.200000000000003,4,3
25.0,0.0,89,1009.0,4.2,85,23.1,27.6,10.0,8.5,Overcast,1.8999999999999984,5,7
29.4,0.0,73,1001.0,10.8,25,22.2,32.8,10.0,16.7,Sunny,7.199999999999999,7,8
25.8,0.2,89,1004.0,6.8,74,23.8,29.1,10.0,13.3,Patchy rain possible,2.0,22,0
26.4,0.0,69,1006.0,18.4,0,20.4,28.3,10.0,26.4,Sunny,6.0,16,8
27.2,0.0,92,1009.0,7.2,75,23.7,32.6,9.0,11.4,Cloudy,3.5,18,1
25.7,0.0,85,1006.0,7.9,52,23.0,28.4,10.0,9.5,Partly cloudy,2.6999999999999997,6,2
24.7,0.1,85,1017.0,9.0,82,22.0,27.0,10.0,15.4,Patchy rain possible,2.6999999999999997,8,0
20.5,0.3,88,1017.0,10.8,100,18.4,22.5,10.0,12.0,Patchy rain possible,2.1000000000000014,23,0
29.2,0.0,73,999.0,9.0,31,25.0,34.7,10.0,18.3,Partly cloudy,4.199999999999999,18,2
30.4,1.4,74,1003.0,11.4,75,25.2,36.9,9.0,18.8,Heavy rain at times,5.199999999999999,15,5
28.5,0.0,83,1006.0,7.6,8,24.3,33.1,10.0,14.6,Clear,4.199999999999999,23,3
22.1,0.2,96,1016.0,7.2,100,21.4,24.7,10.0,16.1,Patchy rain possible,0.7000000000000028,15,0
21.3,0.0,87,1019.0,8.6,100,19.0,23.3,10.0,12.5,Overcast,2.3000000000000007,22,7
23.3,0.0,91,1007.0,7.9,16,21.7,25.6,10.0,8.7,Sunny,1.6000000000000014,6,8
30.7,0.0,80,1006.0,11.2,72,24.6,39.3,10.0,14.9,Cloudy,6.099999999999998,16,1
26.3,0.0,88,1008.0,6.6,19,23.8,30.0,10.0,8.3,Clear,2.5,23,3
25.3,0.1,88,1012.0,4.0,74,23.2,28.1,5.0,6.3,Patchy rain possible,2.1000000000000014,19,0
25.3,0.0,90,1003.0,11.5,80,23.4,28.2,9.0,14.6,Cloudy,1.900000000000002,0,1
25.4,0.0,89,1006.0,7.2,72,23.4,28.3,5.0,8.8,Cloudy,2.0,2,1
20.1,0.2,80,1023.0,7.6,91,16.4,22.1,10.0,10.8,Patchy rain possible,3.700000000000003,7,0
20.9,0.0,90,1014.0,6.8,73,19.1,22.9,10.0,10.7,Cloudy,1.7999999999999972,0,1
29.2,0.0,74,1009.0,6.1,13,23.7,33.6,10.0,7.7,Sunny,5.5,8,8
24.2,0.0,96,1007.0,7.6,79,23.4,26.9,10.0,11.3,Cloudy,0.8000000000000007,3,1
27.8,0.8,84,1008.0,11.9,63,24.7,32.4,5.0,24.0,Moderate rain at times,3.1000000000000014,19,6
25.8,0.1,89,1008.0,6.5,89,23.9,29.1,10.0,12.2,Patchy rain possible,1.900000000000002,0,0
31.5,0.0,67,1003.0,17.6,16,24.8,38.0,10.0,22.1,Sunny,6.699999999999999,17,8
23.7,0.0,87,1008.0,5.3,22,21.3,25.8,10.0,7.2,Clear,2.3999999999999986,1,3
30.0,1.16,87,1004.0,10.6,56,25.1,36.4,10.0,26.0,Heavy rain at times,4.899999999999999,18,5
19.0,0.0,94,1012.0,5.0,27,18.0,21.0,10.0,9.3,Partly cloudy,1.0,2,2
23.6,0.0,92,1007.0,7.9,33,22.3,26.0,10.0,9.1,Partly cloudy,1.3000000000000007,4,2
27.7,0.1,78,1012.0,7.2,88,23.5,31.5,9.0,15.2,Patchy rain possible,4.199999999999999,11,0
28.2,0.2,87,1003.0,9.0,86,24.8,33.1,10.0,16.8,Patchy rain possible,3.3999999999999986,20,0
21.4,0.1,79,1020.0,14.1,60,17.6,23.4,10.0,22.6,Patchy rain possible,3.799999999999997,0,0
26.2,0.1,91,1006.0,9.0,82,24.6,30.0,9.0,19.3,Patchy rain possible,1.599999999999998,19,0
25.4,0.0,80,1005.0,7.5,53,21.7,27.7,10.0,15.6,Partly cloudy,3.6999999999999993,2,2
23.8,1.4,89,1014.0,11.6,100,21.8,26.0,10.0,24.7,Heavy rain at times,2.0,23,5
20.2,0.0,75,1016.0,11.9,10,15.6,22.2,10.0,18.3,Sunny,4.6,17,8
25.0,0.0,93,1008.0,8.6,34,23.8,28.0,10.0,9.5,Partly cloudy,1.1999999999999993,4,2
20.5,0.0,92,1016.0,9.4,100,19.2,22.5,10.0,9.9,Overcast,1.3000000000000007,22,7
24.2,2.8,92,1012.0,8.6,100,22.7,26.7,10.0,13.8,Moderate or heavy rain shower,1.5,2,4
22.7,0.1,96,1010.0,7.0,88,22.0,25.1,2.0,12.9,Patchy rain possible,0.6999999999999993,0,0
27.4,0.1,83,1011.0,17.6,89,24.4,31.6,10.0,29.0,Patchy rain possible,3.0,14,0
26.8,0.0,89,1007.0,4.9,17,24.2,30.6,10.0,10.5,Clear,2.6000000000000014,1,3
26.9,1.3,88,994.0,13.0,100,24.6,30.9,2.0,26.7,Heavy rain at times,2.299999999999997,15,5
25.2,0.0,85,1007.0,6.5,22,22.6,27.7,10.0,14.0,Clear,2.599999999999998,0,3
17.5,0.0,84,1017.0,4.7,32,14.9,19.5,10.0,7.9,Partly cloudy,2.6,2,2
25.0,0.0,88,1002.0,7.9,55,22.8,27.6,10.0,10.0,Partly cloudy,2.1999999999999997,4,2
20.1,0.0,88,1018.0,7.2,100,18.0,22.1,10.0,9.8,Overcast,2.1000000000000014,8,7
30.2,0.3,65,1005.0,0.7,73,22.8,34.3,10.0,10.9,Patchy rain possible,7.399999999999999,10,0
17.4,0.6,87,1021.0,6.5,100,15.2,19.4,10.0,9.5,Moderate rain at times,2.1999999999999997,2,6
23.0,0.0,69,1019.0,17.6,69,17.0,25.0,10.0,26.6,Cloudy,6.0,11,1
22.5,0.0,94,1008.0,9.4,22,21.5,25.0,10.0,10.8,Clear,1.0,0,3
30.2,0.0,79,1004.0,15.8,74,24.4,35.8,10.0,20.2,Cloudy,5.800000000000001,17,1
28.7,0.1,76,1003.0,5.4,79,24.0,33.1,9.0,11.1,Patchy rain possible,4.699999999999999,16,0
26.2,0.0,82,1007.0,10.4,44,22.9,29.1,10.0,17.0,Partly cloudy,3.3000000000000007,22,2
21.7,1.5,92,1015.0,9.0,100,20.4,23.7,10.0,23.9,Moderate or heavy rain shower,1.3000000000000007,17,4
24.6,0.0,74,1016.0,9.7,90,18.3,26.4,10.0,11.7,Overcast,6.300000000000001,10,7
28.0,0.0,67,997.0,10.5,61,21.2,30.5,10.0,19.3,Cloudy,6.800000000000001,5,1
19.3,0.5,84,1020.0,12.2,100,16.5,21.3,10.0,18.8,Moderate rain at times,2.8000000000000007,22,6
21.7,0.0,84,1019.0,2.5,72,18.9,23.7,10.0,8.5,Cloudy,2.8000000000000007,8,1
23.2,0.0,94,1008.0,6.8,42,22.2,25.6,10.0,7.6,Partly cloudy,1.0,20,2
27.3,0.1,85,1004.0,5.0,76,24.5,31.5,10.0,7.6,Patchy rain possible,2.8000000000000007,17,0
27.7,0.0,78,1007.0,7.6,12,23.6,31.4,10.0,10.5,Clear,4.099999999999998,23,3
26.7,0.0,80,1007.0,9.7,74,23.0,29.7,9.0,12.3,Cloudy,3.6999999999999993,0,1
24.1,0.0,82,1006.0,5.0,17,20.9,26.1,10.0,9.8,Clear,3.200000000000003,21,3
24.9,0.0,95,1004.0,10.1,63,24.1,28.1,10.0,10.9,Cloudy,0.7999999999999972,1,1
26.3,0.0,90,1003.0,5.8,53,24.6,30.2,10.0,9.6,Partly cloudy,1.6999999999999993,0,2
23.5,0.0,90,1012.0,7.2,33,21.7,25.8,10.0,12.1,Partly cloudy,1.8000000000000007,6,2
31.3,1.0,65,1000.0,11.2,73,23.9,36.9,10.0,19.7,Heavy rain at times,7.400000000000002,15,5
21.6,0.6,95,1020.0,8.8,100,20.8,23.6,10.0,13.7,Moderate rain at times,0.8000000000000007,22,6
24.4,0.3,86,1011.0,14.4,73,21.9,26.7,10.0,22.8,Patchy rain possible,2.5,14,0
25.9,0.0,80,1008.0,6.1,22,22.3,28.4,10.0,10.9,Sunny,3.599999999999998,6,8
26.0,0.0,86,1005.0,9.7,28,23.6,29.2,10.0,12.2,Partly cloudy,2.3999999999999986,4,2
28.5,0.0,68,1008.0,14.8,5,22.1,31.5,10.0,17.0,Sunny,6.399999999999999,15,8
23.5,0.2,83,1016.0,9.4,79,20.5,25.6,5.0,14.6,Patchy rain possible,3.0,7,0
21.4,0.2,89,1018.0,14.0,100,19.5,23.4,10.0,18.2,Patchy rain possible,1.8999999999999984,7,0
21.7,0.1,84,1018.0,6.5,100,17.2,23.7,10.0,13.3,Patchy rain possible,4.5,11,0
26.5,0.0,81,1000.0,11.5,49,23.0,29.5,10.0,16.9,Partly cloudy,3.5,2,2
29.9,0.0,66,998.0,8.2,100,23.7,34.6,10.0,14.3,Overcast,6.199999999999999,19,7
25.4,0.0,89,1008.0,4.3,75,23.6,28.4,10.0,6.4,Cloudy,1.7999999999999972,6,1
23.1,0.0,88,1014.0,7.9,63,21.0,25.3,10.0,15.6,Cloudy,2.1000000000000014,18,1
22.0,0.2,97,1015.0,7.9,100,21.5,24.0,0.0,11.4,Patchy rain possible,0.5,7,0
26.1,0.0,86,1002.0,8.3,24,23.5,29.2,10.0,10.0,Clear,2.6000000000000014,2,3
26.9,0.0,95,1006.0,6.0,84,23.9,32.3,10.0,12.1,Cloudy,3.0,18,1
24.2,0.8,87,1013.0,15.1,92,21.9,26.4,10.0,29.2,Moderate rain at times,2.3000000000000007,17,6
20.8,0.54,92,1017.0,11.2,100,19.4,22.8,10.0,15.5,Light rain shower,1.400000000000002,13,9
25.2,0.0,91,1008.0,7.6,22,23.6,28.2,10.0,11.6,Sunny,1.599999999999998,6,8
26.1,0.7,84,1011.0,5.5,100,23.1,29.0,10.0,13.3,Moderate rain at times,3.0,14,6
26.5,0.0,78,1005.0,6.7,18,22.3,29.2,10.0,13.7,Clear,4.199999999999999,2,3
24.9,0.0,89,1002.0,8.3,72,23.0,27.5,10.0,9.8,Cloudy,1.8999999999999984,5,1
18.1,0.0,83,1019.0,9.7,53,15.2,20.1,10.0,16.2,Partly cloudy,2.900000000000002,4,2
25.5,7.9,88,1009.0,10.1,91,23.3,28.4,10.0,22.2,Moderate or heavy rain shower,2.1999999999999997,15,4
26.2,0.0,86,1006.0,8.3,87,23.7,29.5,9.0,15.3,Overcast,2.5,23,7
31.1,0.0,81,1003.0,5.8,74,24.7,37.6,10.0,15.6,Cloudy,6.400000000000002,19,1
19.5,0.0,90,1018.0,6.5,53,17.8,21.5,10.0,10.5,Partly cloudy,1.6999999999999993,1,2
23.9,0.4,88,1013.0,2.5,100,21.8,26.1,10.0,9.1,Patchy rain possible,2.099999999999998,1,0
23.0,0.0,88,1012.0,3.6,77,20.8,25.2,10.0,5.6,Cloudy,2.1999999999999997,5,1
19.8,0.0,88,1014.0,4.5,98,17.7,21.8,10.0,12.2,Overcast,2.1000000000000014,3,7
20.8,0.0,86,1016.0,2.9,88,18.4,22.8,10.0,4.7,Overcast,2.400000000000002,4,7
26.3,0.0,84,1010.0,6.8,35,23.5,29.5,10.0,9.5,Partly cloudy,2.8000000000000007,7,2
25.2,0.0,89,1003.0,7.2,71,23.2,27.9,9.0,12.6,Cloudy,2.0,2,1
21.4,0.0,88,1008.0,7.9,7,19.9,23.4,10.0,13.7,Clear,1.5,2,3
21.4,0.1,94,1015.0,6.5,100,20.5,23.4,2.0,9.5,Patchy rain possible,0.8999999999999986,7,0
27.2,0.0,85,1003.0,7.6,18,24.4,31.2,10.0,11.0,Clear,2.8000000000000007,2,3
24.2,0.0,89,1003.0,7.6,38,22.3,26.6,10.0,9.1,Partly cloudy,1.8999999999999984,4,2
24.0,0.1,93,1012.0,5.4,76,22.8,26.5,10.0,9.4,Patchy rain possible,1.1999999999999993,23,0
20.9,3.7,92,1023.0,15.3,100,19.6,22.9,9.0,23.3,Moderate or heavy rain shower,1.2999999999999972,20,4
20.7,0.0,81,1016.0,5.5,99,17.3,22.7,10.0,10.4,Overcast,3.3999999999999986,18,7
